# Latin Hypercube Sampling Parameter Sets
# Number of Samples: 1000
# Seed: 123
# Columns =zmean alpha kb b0
# Bounds =zmean[7.0,9.0] alpha[0.1,0.9] kb[0.1,2.0] b0[0.1,0.8]
# zmean alpha kb b0
7.3246352962735042 0.48715694318495817 0.25348131624173204 0.71027093973251099
8.8876481881978293 0.4329503243946754 0.1020456445037486 0.24680639792154205
8.9863604908768142 0.12408808584551106 0.98632535613506378 0.18242852477925187
8.9443515168078047 0.88542898962929995 0.62679121260075399 0.57345904185678731
8.6421451854829492 0.15421447344911487 0.19348166225562186 0.61903728447420314
8.0075368887503657 0.61346727680540747 1.2523542009598541 0.45939209275156934
7.9916313240251426 0.54238808406659178 1.5564048468651082 0.58039022967027176
7.536162799016453 0.76749957279541159 0.62265746711215952 0.17779471682423437
8.4895637142534994 0.57210709805540938 0.59451157132089461 0.69480549429679084
8.0744059128936332 0.46170782262972498 0.36543106799828884 0.40483107054117884
7.2598570263867535 0.24593340927187915 0.64104797784070378 0.69236452544772753
7.2976527367276489 0.52294980619499942 1.3919724984940991 0.79647721365487545
7.9710065963164096 0.21082534997245872 1.0820573883865043 0.24541970624656337
7.4499936377814135 0.58369514580174742 0.63470584114032969 0.54840089086010191
8.4863297953053838 0.84190680699887188 0.29139444056717856 0.78753228452207746
7.399001026499394 0.49939295174319687 1.6664244307359792 0.45039379174690997
7.539207691111165 0.10318221176966411 0.36700823350248091 0.51466350911848935
8.6781077731579792 0.30685173913586761 0.30237728133414798 0.32503661939921435
8.9171828180400148 0.56833696342491902 1.9827663337207762 0.16265813131815776
7.9327797103433966 0.41860489671414436 0.93518332239117485 0.53868803850709435
7.7759882199333648 0.70739481682388328 1.8573526056566227 0.4139570083736388
8.4773912778064346 0.22892734227025893 0.57129409586172486 0.57297678779488592
7.0882044634221471 0.4181299767595118 0.71215698699002417 0.31434080948135862
8.9426894296459771 0.55741703723617941 0.68683841851698968 0.60580294020275116
8.4076969224939617 0.30810138164096956 1.1788596591607732 0.29457879373687135
8.5688815006457322 0.82845695499731842 0.29786866489903724 0.47368741803712977
7.7112792926012164 0.35388759205053399 1.6391309492357378 0.47851673928453675
