sim_id	zmean	alpha	kb	rc
sim0	8.026352962735038	0.12356943184958223	0.3618131624173204	0
sim1	8.276312563786027	0.6585927527913198	1.3195702043735404	0
sim2	8.481533100039458	0.5697874048176231	0.3694246633297329	0
sim3	8.802202146137777	0.15189623635816377	1.3493456725796926	0
sim4	7.723515168078052	0.19428989629299925	1.1119121260075406	0
sim5	7.947401195908206	0.8925807419317987	1.729593744416478	0
sim6	8.124017497427598	0.4238546797051783	0.9506004431284756	0
sim7	8.176681920135184	0.5200176882520177	0.27892823182830895	0
sim8	8.696313240251431	0.29988084066591814	1.877048468651081	0
sim9	7.405435133436335	0.7726511960658117	1.2661148538910263	0
sim10	7.961657548549048	0.25308247799124983	1.9768552854082504	0
sim11	8.542677451385234	0.32615398450903	1.57672055948432	0
sim12	8.22405912893633	0.23707822629725012	1.6903106799828882	0
sim13	8.249459158319393	0.5074281055470128	0.1649184702071299	0
sim14	7.395241872007408	0.6778802908311707	1.5597009989126676	0
sim15	7.193745154874985	0.17988420418567946	1.828381513489475	0
sim16	8.610065963164093	0.2082534997245874	1.7695738838650428	0
sim17	7.034848749901809	0.43597455112565353	0.5867597127914994	0
sim18	7.928482538319261	0.38458160982973644	0.8821330554011371	0
